	1	2	1.097	1.074	0	0	0	0	0	0	1	-360	360;
	2	3	1.463	1.432	0	0	0	0	0	0	1	-360	360;
	3	4	0.731	0.716	0	0	0	0	0	0	1	-360	360;
	4	5	0.366	0.358	0	0	0	0	0	0	1	-360	360;
	5	6	1.828	1.79	0	0	0	0	0	0	1	-360	360;
	6	7	1.097	1.074	0	0	0	0	0	0	1	-360	360;
	7	8	0.731	0.716	0	0	0	0	0	0	1	-360	360;
	8	9	0.731	0.716	0	0	0	0	0	0	1	-360	360;
	4	10	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	10	11	1.62	1.101	0	0	0	0	0	0	1	-360	360;
	11	12	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	12	13	1.35	0.917	0	0	0	0	0	0	1	-360	360;
	13	14	0.81	0.55	0	0	0	0	0	0	1	-360	360;
	14	15	1.944	1.321	0	0	0	0	0	0	1	-360	360;
	7	68	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	68	69	1.62	1.101	0	0	0	0	0	0	1	-360	360;
	1	16	1.097	1.074	0	0	0	0	0	0	1	-360	360;
	16	17	0.366	0.358	0	0	0	0	0	0	1	-360	360;
	17	18	1.463	1.432	0	0	0	0	0	0	1	-360	360;
	18	19	0.914	0.895	0	0	0	0	0	0	1	-360	360;
	19	20	0.804	0.787	0	0	0	0	0	0	1	-360	360;
	20	21	1.133	1.11	0	0	0	0	0	0	1	-360	360;
	21	22	0.475	0.465	0	0	0	0	0	0	1	-360	360;
	17	23	2.214	1.505	0	0	0	0	0	0	1	-360	360;
	23	24	1.62	1.11	0	0	0	0	0	0	1	-360	360;
	24	25	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	25	26	0.54	0.367	0	0	0	0	0	0	1	-360	360;
	26	27	0.54	0.367	0	0	0	0	0	0	1	-360	360;
	27	28	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	28	29	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	70	30	0.366	0.358	0	0	0	0	0	0	1	-360	360;
	30	31	0.731	0.716	0	0	0	0	0	0	1	-360	360;
	31	32	0.731	0.716	0	0	0	0	0	0	1	-360	360;
	32	33	0.804	0.787	0	0	0	0	0	0	1	-360	360;
	33	34	1.17	1.145	0	0	0	0	0	0	1	-360	360;
	34	35	0.768	0.752	0	0	0	0	0	0	1	-360	360;
	35	36	0.731	0.716	0	0	0	0	0	0	1	-360	360;
	36	37	1.097	1.074	0	0	0	0	0	0	1	-360	360;
	37	38	1.463	1.432	0	0	0	0	0	0	1	-360	360;
	32	39	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	39	40	0.54	0.367	0	0	0	0	0	0	1	-360	360;
	40	41	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	41	42	1.836	1.248	0	0	0	0	0	0	1	-360	360;
	42	43	1.296	0.881	0	0	0	0	0	0	1	-360	360;
	40	44	1.188	0.807	0	0	0	0	0	0	1	-360	360;
	44	45	0.54	0.367	0	0	0	0	0	0	1	-360	360;
	42	46	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	35	47	0.54	0.367	0	0	0	0	0	0	1	-360	360;
	47	48	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	48	49	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	49	50	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	70	51	0.366	0.358	0	0	0	0	0	0	1	-360	360;
	51	52	1.463	1.432	0	0	0	0	0	0	1	-360	360;
	52	53	1.463	1.432	0	0	0	0	0	0	1	-360	360;
	53	54	0.914	0.895	0	0	0	0	0	0	1	-360	360;
	54	55	1.097	1.074	0	0	0	0	0	0	1	-360	360;
	55	56	1.097	1.074	0	0	0	0	0	0	1	-360	360;
	52	57	0.27	0.183	0	0	0	0	0	0	1	-360	360;
	57	58	0.27	0.183	0	0	0	0	0	0	1	-360	360;
	58	59	0.81	0.55	0	0	0	0	0	0	1	-360	360;
	59	60	1.296	0.881	0	0	0	0	0	0	1	-360	360;
	55	61	1.188	0.807	0	0	0	0	0	0	1	-360	360;
	61	62	1.188	0.807	0	0	0	0	0	0	1	-360	360;
	62	63	0.81	0.55	0	0	0	0	0	0	1	-360	360;
	63	64	1.62	1.101	0	0	0	0	0	0	1	-360	360;
	62	65	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	65	66	0.54	0.367	0	0	0	0	0	0	1	-360	360;
	66	67	1.08	0.734	0	0	0	0	0	0	1	-360	360;
	22	67	0.381	0.2445	0	0	0	0	0	0	0	-360	360;
	67	15	0.454	0.363	0	0	0	0	0	0	0	-360	360;
	21	27	0.254	0.203	0	0	0	0	0	0	0	-360	360;
	9	50	0.681	0.5445	0	0	0	0	0	0	0	-360	360;
	29	64	0.681	0.5445	0	0	0	0	0	0	0	-360	360;
	45	60	0.254	0.203	0	0	0	0	0	0	0	-360	360;
	43	38	0.254	0.203	0	0	0	0	0	0	0	-360	360;
	9	15	0.454	0.363	0	0	0	0	0	0	0	-360	360;
