	1	3	0	0	0	0	1	1	0	11	1	1	1;
	2	1	120	108	0	0	1	1	0	11	1	1.1	0.9;
	3	1	72	48	0	0	1	1	0	11	1	1.1	0.9;
	4	1	180	156	0	0	1	1	0	11	1	1.1	0.9;
	5	1	90	60	0	0	1	1	0	11	1	1.1	0.9;
	6	1	21.6	13	0	0	1	1	0	11	1	1.1	0.9;
	7	1	21.6	17	0	0	1	1	0	11	1	1.1	0.9;
	8	1	15.6	12	0	0	1	1	0	11	1	1.1	0.9;
	9	1	19	13	0	0	1	1	0	11	1	1.1	0.9;
	10	1	24	12	0	0	1	1	0	11	1	1.1	0.9;
	11	1	19.2	11	0	0	1	1	0	11	1	1.1	0.9;
	12	1	60	48	0	0	1	1	0	11	1	1.1	0.9;
	13	1	126	108	0	0	1	1	0	11	1	1.1	0.9;
	14	1	30	18	0	0	1	1	0	11	1	1.1	0.9;
	15	1	48	30	0	0	1	1	0	11	1	1.1	0.9;
	16	1	72	36	0	0	1	1	0	11	1	1.1	0.9;
	17	1	48	30	0	0	1	1	0	11	1	1.1	0.9;
	18	1	18	11	0	0	1	1	0	11	1	1.1	0.9;
	19	1	15.6	8.4	0	0	1	1	0	11	1	1.1	0.9;
	20	1	36	24	0	0	1	1	0	11	1	1.1	0.9;
	21	1	108	60	0	0	1	1	0	11	1	1.1	0.9;
	22	1	60	36	0	0	1	1	0	11	1	1.1	0.9;
	23	1	72	48	0	0	1	1	0	11	1	1.1	0.9;
	24	1	120	96	0	0	1	1	0	11	1	1.1	0.9;
	25	1	96	78	0	0	1	1	0	11	1	1.1	0.9;
	26	1	120	72	0	0	1	1	0	11	1	1.1	0.9;
	27	1	120	66	0	0	1	1	0	11	1	1.1	0.9;
	28	1	144	84	0	0	1	1	0	11	1	1.1	0.9;
	29	1	126	84	0	0	1	1	0	11	1	1.1	0.9;
	30	1	96	60	0	0	1	1	0	11	1	1.1	0.9;
	31	1	72	48	0	0	1	1	0	11	1	1.1	0.9;
	32	1	15.6	9.6	0	0	1	1	0	11	1	1.1	0.9;
	33	1	19.2	11.8	0	0	1	1	0	11	1	1.1	0.9;
	34	1	60	36	0	0	1	1	0	11	1	1.1	0.9;
	35	1	48	33.6	0	0	1	1	0	11	1	1.1	0.9;
	36	1	72	48	0	0	1	1	0	11	1	1.1	0.9;
	37	1	48	36	0	0	1	1	0	11	1	1.1	0.9;
	38	1	36	30	0	0	1	1	0	11	1	1.1	0.9;
	39	1	180	120	0	0	1	1	0	11	1	1.1	0.9;
	40	1	72	42	0	0	1	1	0	11	1	1.1	0.9;
	41	1	144	84	0	0	1	1	0	11	1	1.1	0.9;
	42	1	108	72	0	0	1	1	0	11	1	1.1	0.9;
	43	1	21.6	12	0	0	1	1	0	11	1	1.1	0.9;
	44	1	19.2	12	0	0	1	1	0	11	1	1.1	0.9;
	45	1	120	60	0	0	1	1	0	11	1	1.1	0.9;
	46	1	72	48	0	0	1	1	0	11	1	1.1	0.9;
	47	1	108	84	0	0	1	1	0	11	1	1.1	0.9;
	48	1	122.4	79.2	0	0	1	1	0	11	1	1.1	0.9;
	49	1	120	84	0	0	1	1	0	11	1	1.1	0.9;
	50	1	168	108	0	0	1	1	0	11	1	1.1	0.9;
	51	1	72	48	0	0	1	1	0	11	1	1.1	0.9;
	52	1	24	13.2	0	0	1	1	0	11	1	1.1	0.9;
	53	1	48	36	0	0	1	1	0	11	1	1.1	0.9;
	54	1	43.2	28.8	0	0	1	1	0	11	1	1.1	0.9;
	55	1	36	24	0	0	1	1	0	11	1	1.1	0.9;
	56	1	51.6	36	0	0	1	1	0	11	1	1.1	0.9;
	57	1	96	60	0	0	1	1	0	11	1	1.1	0.9;
	58	1	288	144	0	0	1	1	0	11	1	1.1	0.9;
	59	1	150	132	0	0	1	1	0	11	1	1.1	0.9;
	60	1	30	12	0	0	1	1	0	11	1	1.1	0.9;
	61	1	12	6	0	0	1	1	0	11	1	1.1	0.9;
	62	1	180	156	0	0	1	1	0	11	1	1.1	0.9;
	63	1	60	36	0	0	1	1	0	11	1	1.1	0.9;
	64	1	36	24	0	0	1	1	0	11	1	1.1	0.9;
	65	1	156	144	0	0	1	1	0	11	1	1.1	0.9;
	66	1	180	156	0	0	1	1	0	11	1	1.1	0.9;
	67	1	30	18	0	0	1	1	0	11	1	1.1	0.9;
	68	1	120	72	0	0	1	1	0	11	1	1.1	0.9;
	69	1	48	36	0	0	1	1	0	11	1	1.1	0.9;
	70	3	0	0	0	0	1	1	0	11	1	1	1;
