1	3	0	0	0	0	1	1	0	12.47	1	1	1;
	2	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	3	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	4	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	5	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	6	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	7	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	8	1	75	0	0	0	1	1	0	12.47	1	1.1	0.9;
	9	1	10	0	0	0	1	1	0	12.47	1	1.1	0.9;
	10	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	11	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	12	1	25	0	0	0	1	1	0	12.47	1	1.1	0.9;
	13	1	75	0	0	0	1	1	0	12.47	1	1.1	0.9;
	14	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	15	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	16	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	17	1	150	0	0	0	1	1	0	12.47	1	1.1	0.9;
	18	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	19	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	20	1	75	0	0	0	1	1	0	12.47	1	1.1	0.9;
	21	1	75	0	0	0	1	1	0	12.47	1	1.1	0.9;
	22	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	23	1	75	0	0	0	1	1	0	12.47	1	1.1	0.9;
	24	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	25	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	26	1	150	0	0	0	1	1	0	12.47	1	1.1	0.9;
	27	1	75	0	0	0	1	1	0	12.47	1	1.1	0.9;
	28	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	29	1	75	0	0	0	1	1	0	12.47	1	1.1	0.9;
	30	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	31	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	32	1	150	0	0	0	1	1	0	12.47	1	1.1	0.9;
	33	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	34	1	150	0	0	0	1	1	0	12.47	1	1.1	0.9;
	35	1	300	0	0	0	1	1	0	12.47	1	1.1	0.9;
	36	1	150	0	0	0	1	1	0	12.47	1	1.1	0.9;
	37	1	50	0	0	0	1	1	0	12.47	1	1.1	0.9;
	38	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	39	1	20	0	0	0	1	1	0	12.47	1	1.1	0.9;
	40	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	41	1	75	0	0	0	1	1	0	12.47	1	1.1	0.9;
	42	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	43	1	0	0	0	0	1	1	0	12.47	1	1.1	0.9;
	44	1	50	0	0	0	1	1	0	12.47	1	1.1	0.9;
